SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,17-00337148,1/19/17,Front,,Open,FRONT,Vacant,TRUE,FALSE,7801,S,UNION,AVE,60620,1172986.714,1853145.706,6,6,71,41.75245903,-87.64164654,"(41.75245903397721, -87.64164653602171)"
Vacant/Abandoned Building,17-00355572,1/20/17,Front,,Open,,Vacant,FALSE,FALSE,246,W,61ST,ST,60621,1175533.933,1864515.59,20,7,68,41.78360271,-87.63197234,"(41.78360271411824, -87.63197233808071)"
Vacant/Abandoned Building,17-00356239,1/20/17,Rear,,Open,FRONT AND BACK,Vacant,FALSE,TRUE,1507,E,71ST,PL,60619,1187511.528,1857884.126,7,3,43,41.76512893,-87.58826944,"(41.765128929060864, -87.5882694419156)"
Vacant/Abandoned Building,17-00359538,1/20/17,Front,,Boarded,NO,Vacant,TRUE,FALSE,12620,S,WALLACE,ST,60628,1174611.335,1821125.05,9,5,53,41.66455373,-87.63664238,"(41.66455373117738, -87.63664237802104)"
Vacant/Abandoned Building,17-00359853,1/20/17,Front,,Open,FRONT,Vacant,FALSE,TRUE,8522,S,ESCANABA,AVE,60617,1196964.447,1849023.186,10,4,46,41.74058395,-87.5539166,"(41.74058395444159, -87.5539166031601)"
Vacant/Abandoned Building,17-00365241,1/20/17,Front,,Open,"REAR DOOR, AND GARAGE",Vacant,FALSE,TRUE,2935,W,WARREN,BLVD,60612,1156814.502,1900212.945,27,12,27,41.88195906,-87.69963919,"(41.8819590621502, -87.69963918510999)"
Vacant/Abandoned Building,17-00352635,1/20/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,8214,S,LOOMIS,BLVD,60620,1168426.942,1850284.996,21,6,71,41.74470823,-87.65843839,"(41.74470823023526, -87.65843839139106)"
Vacant/Abandoned Building,17-00352637,1/20/17,Front,,Open,FRONT,Vacant,FALSE,TRUE,8214,S,LOOMIS,BLVD,60620,1168426.942,1850284.996,21,6,71,41.74470823,-87.65843839,"(41.74470823023526, -87.65843839139106)"
Vacant/Abandoned Building,17-00354875,1/20/17,Front,,Open,FRONT & REAR,Vacant,TRUE,FALSE,9144,S,EGGLESTON,AVE,60620,1174888.53,1844268.49,21,22,73,41.72805664,-87.63494122,"(41.72805664461016, -87.6349412150543)"
Vacant/Abandoned Building,17-00355420,1/20/17,Garage,,Open,GARAGE DOOR,Vacant,FALSE,FALSE,1315,N,MONITOR,AVE,60651,1137112.893,1908158.325,29,25,25,41.90413861,-87.77179324,"(41.90413861156925, -87.77179324041408)"
Vacant/Abandoned Building,17-00353763,1/20/17,Front,,Open,FRONT,Vacant,FALSE,TRUE,2857,W,WARREN,BLVD,60612,1157335.602,1900224.145,27,12,27,41.88197922,-87.6977254,"(41.88197922138148, -87.69772540216383)"
Vacant/Abandoned Building,17-00376666,1/21/17,Front,,Open,,Vacant,FALSE,FALSE,958,N,KEYSTONE,AVE,60651,1149212.774,1906093.955,37,11,23,41.89824782,-87.72740034,"(41.89824782034226, -87.72740033689549)"
Vacant/Abandoned Building,17-00376974,1/21/17,Front,,Open,"WINDOWS ARE OUT,",Vacant,TRUE,TRUE,7125,S,EMERALD,AVE,60621,1172576.91,1857627.174,6,7,68,41.76476577,-87.64301651,"(41.76476577050063, -87.64301650590717)"
Vacant/Abandoned Building,17-00378647,1/21/17,Front,,Boarded,,Vacant,FALSE,FALSE,100,W,MARQUETTE,RD,60621,1176770.437,1860555.031,6,7,69,41.77270675,-87.62755808,"(41.772706754657406, -87.62755808226191)"
Vacant/Abandoned Building,17-00373589,1/21/17,Front,,Open,,Vacant,FALSE,TRUE,9235,S,BRANDON,AVE,60617,1198931.243,1844331.458,10,4,46,41.72766039,-87.54686771,"(41.72766038581439, -87.54686770538983)"
Vacant/Abandoned Building,17-00389527,1/22/17,Rear,,Open,,Vacant,FALSE,TRUE,7933,S,DANTE,AVE,60619,1187230.27,1852675.03,8,4,45,41.75084137,-87.58946541,"(41.7508413687313, -87.5894654145728)"
Vacant/Abandoned Building,17-00390835,1/22/17,Rear,,Open,,Vacant,FALSE,TRUE,10500,S,SACRAMENTO,AVE,60655,1158131.621,1834854.6,19,22,74,41.70257998,-87.69658029,"(41.70257997616977, -87.69658029180144)"
Vacant/Abandoned Building,17-00410887,1/23/17,Front,,Open,ALL AROUND,Vacant,FALSE,TRUE,6552,S,ROSS,AVE,60621,1176072.556,1861889.998,20,7,68,41.77638574,-87.63007629,"(41.776385736842, -87.6300762948677)"
Vacant/Abandoned Building,17-00404503,1/23/17,Front,,Open,FRONT WINDOWS BROKEN,Vacant,FALSE,FALSE,9949,S,YATES,AVE,60617,1194134.127,1839474.097,7,4,51,41.71445026,-87.56459886,"(41.7144502582508, -87.56459885558546)"
Vacant/Abandoned Building,17-00412625,1/23/17,Front,,Open,,Vacant,FALSE,FALSE,2231,E,67TH,ST,60649,1192167.04,1860978.455,5,3,43,41.77350808,-87.57110539,"(41.77350807743647, -87.57110538932083)"
Vacant/Abandoned Building,17-00410155,1/23/17,,,,,,,,1418,S,SAWYER,AVE,60623,1154926.02,1893000.914,24,10,29,41.86220655,-87.70676701,"(41.8622065456948, -87.7067670065669)"
Vacant/Abandoned Building,17-00414028,1/23/17,Front,,Open,FRONT AND REAR,Vacant,FALSE,TRUE,2009,W,21ST,ST,60608,1163297.877,1890075.972,25,12,31,41.85400845,-87.67611729,"(41.854008453327815, -87.67611729149391)"
Vacant/Abandoned Building,17-00408500,1/23/17,Front,,Open,FRONT AND BACK DOORS,Vacant,FALSE,FALSE,6012,S,MAY,ST,60621,1169680.425,1864926.769,16,7,68,41.78486005,-87.65342139,"(41.78486005277352, -87.65342138948643)"
Vacant/Abandoned Building,17-00410439,1/23/17,Front,,Boarded,,Vacant,TRUE,TRUE,4336,S,WASHTENAW,AVE,60632,1159089.003,1875801.477,15,9,58,41.81492495,-87.69195671,"(41.814924952099446, -87.691956707083)"
Vacant/Abandoned Building,17-00412959,1/23/17,Rear,,Boarded,REAR GATE,Vacant,FALSE,TRUE,918,N,DRAKE,AVE,60651,1152545.345,1905891.399,27,11,23,41.89762675,-87.71516535,"(41.89762674794639, -87.71516534586122)"
Vacant/Abandoned Building,17-00412377,1/23/17,,,,,,,,10941,S,EDBROOKE,AVE,60628,1179187.644,1832444.201,9,5,49,41.69551242,-87.61955191,"(41.69551242455924, -87.61955191177877)"
Vacant/Abandoned Building,17-00417657,1/23/17,Front,,Open,WINDOWS - DOORS,Vacant,FALSE,TRUE,11,E,116TH,ST,60628,1178457.768,1827713.499,9,5,53,41.68254726,-87.62236717,"(41.682547258267626, -87.62236717072196)"
Vacant/Abandoned Building,17-00429908,1/24/17,Front,,Open,,Vacant,FALSE,FALSE,6511,S,JUSTINE,ST,60636,1167125.618,1861549.702,16,7,67,41.77564801,-87.66288494,"(41.7756480141153, -87.66288493610436)"
Vacant/Abandoned Building,17-00432568,1/24/17,Garage,,Open,GARAGE ONLY,Occupied,TRUE,TRUE,5835,S,NEW ENGLAND,AVE,60638,1131397.414,1865070.638,13,8,56,41.78599983,-87.79378242,"(41.78599983495212, -87.79378241943317)"
Vacant/Abandoned Building,17-00428451,1/24/17,Front,,Open,,Vacant,FALSE,FALSE,6548,S,SANGAMON,ST,60621,1171102.089,1861409.019,6,7,68,41.77517597,-87.64831172,"(41.77517596698362, -87.6483117225673)"
Vacant/Abandoned Building,17-00437114,1/24/17,Front,,Open,ALL DOORS AND WINDOWS,Vacant,FALSE,FALSE,2517,W,63RD,ST,60629,1160604.223,1862798.923,16,8,66,41.77921308,-87.68675738,"(41.77921308116708, -87.68675738327241)"
Vacant/Abandoned Building,17-00431741,1/24/17,Front,,Boarded,,Vacant,FALSE,FALSE,8741,S,COLFAX,AVE,60617,1195007.4,1847518.3,7,4,46,41.73650284,-87.56113635,"(41.736502837023814, -87.56113635234719)"
Vacant/Abandoned Building,17-00432451,1/24/17,Front,,Open,,Occupied,FALSE,TRUE,5234,S,SANGAMON,ST,60609,1170866.11,1870111.116,20,9,61,41.79906067,-87.64892285,"(41.79906067221538, -87.64892285013372)"
Vacant/Abandoned Building,17-00436540,1/24/17,Front,,Open,BACK,Vacant,FALSE,FALSE,7931,S,DANTE,AVE,,1187229.97,1852688.43,8,4,45,41.75087815,-87.58946609,"(41.75087814673552, -87.5894660893678)"
Vacant/Abandoned Building,17-00440421,1/24/17,Rear,,Boarded,,Vacant,FALSE,TRUE,7725,S,PHILLIPS,AVE,60649,1193870.771,1854218.586,7,4,43,41.75491689,-87.56508134,"(41.75491688773976, -87.56508133961086)"
Vacant/Abandoned Building,17-00430113,1/24/17,Front,,Open,FRONT,Vacant,FALSE,TRUE,1323,W,49TH,PL,60609,1168343.358,1871937.39,20,9,61,41.80412692,-87.65812175,"(41.80412691957606, -87.65812175310826)"
Vacant/Abandoned Building,17-00431875,1/24/17,Front,,Boarded,,Vacant,FALSE,FALSE,5618,S,OAKLEY,AVE,60636,1162074.558,1867382.01,15,8,63,41.79175922,-87.68123953,"(41.79175921666047, -87.68123953073005)"
Vacant/Abandoned Building,17-00432305,1/24/17,Rear,,Open,BACK DOOR,Occupied,FALSE,TRUE,5230,S,SANGAMON,ST,60609,1170865.41,1870139.616,20,9,61,41.79913889,-87.64892459,"(41.79913889460125, -87.6489245850259)"
Vacant/Abandoned Building,17-00431881,1/24/17,Front,,Boarded,,Vacant,FALSE,FALSE,6415,S,JUSTINE,ST,60636,1167107.988,1862186.758,16,7,67,41.77739655,-87.66293136,"(41.777396554406145, -87.66293136031116)"
Vacant/Abandoned Building,17-00432859,1/24/17,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,5528,S,CARPENTER,ST,60621,1170258.46,1868058.422,16,7,68,41.79344111,-87.65121097,"(41.793441107464155, -87.6512109739736)"
Vacant/Abandoned Building,17-00447199,1/24/17,Front,,Open,FRONT AND REAR WINDOWS AND THE FRONT ENTRANCE DOOR,Vacant,FALSE,FALSE,1244,E,46TH,ST,60653,1185299.837,1874605.18,4,2,39,41.81106516,-87.59585014,"(41.81106516209156, -87.59585013667096)"
Vacant/Abandoned Building,17-00429400,1/24/17,Rear,,Open,BACK DOOR,Vacant,FALSE,TRUE,5305,S,EMERALD,AVE,60609,1172203.065,1869689.328,20,9,61,41.79787392,-87.64403234,"(41.79787392399871, -87.64403234286758)"
Vacant/Abandoned Building,17-00432201,1/24/17,Front,,Open,,Vacant,FALSE,FALSE,2421,N,MARMORA,AVE,60639,1136655.204,1915485.561,30,25,19,41.92425362,-87.77329873,"(41.9242536245464, -87.77329872694742)"
Vacant/Abandoned Building,17-00438170,1/24/17,Front,,Open,VARIOUS AGAIN,Vacant,FALSE,FALSE,317,W,107TH,ST,60628,1176012.858,1833972.287,34,5,49,41.69977733,-87.63113021,"(41.699777326947704, -87.63113020700462)"
Vacant/Abandoned Building,17-00429787,1/24/17,Front,,Boarded,ISSUE IS THE DEBRIS,Vacant,FALSE,FALSE,8451,S,MUSKEGON,AVE,60617,1196624.154,1849482.7,10,4,46,41.74185335,-87.55514815,"(41.7418533471776, -87.55514815344526)"
Vacant/Abandoned Building,17-00431709,1/24/17,Front,,Boarded,,Vacant,FALSE,FALSE,13251,S,FORRESTVILLE,AVE,60827,1182327.499,1817507.225,9,5,54,41.65445123,-87.60851596,"(41.65445123459856, -87.6085159644849)"
Vacant/Abandoned Building,17-00457131,1/25/17,Front,,Open,FRONT DOOR,Occupied,FALSE,TRUE,11132,S,EGGLESTON,AVE,60628,1175274.29,1831084.766,34,22,49,41.69187003,-87.63392038,"(41.691870030196824, -87.63392037863102)"
Vacant/Abandoned Building,17-00458465,1/25/17,Front,,Open,ALL,Vacant,FALSE,TRUE,7128,S,LANGLEY,AVE,60619,1182011.476,1857903.394,6,3,69,41.76531077,-87.60842795,"(41.76531076868635, -87.60842794899669)"
Vacant/Abandoned Building,17-00459807,1/25/17,Front,,Open,FRONT WINDOWS ON 2ND FLOOR,Vacant,FALSE,FALSE,7830,S,ST LAWRENCE,AVE,60619,1181590.726,1853220.831,6,6,69,41.75247104,-87.6101144,"(41.75247104311092, -87.61011440142639)"
Vacant/Abandoned Building,17-00452849,1/25/17,Front,,Open,REAR OPEN,Vacant,FALSE,FALSE,11115,S,EGGLESTON,AVE,60628,1175270.29,1831198.466,34,22,49,41.69218213,-87.63393164,"(41.692182129302154, -87.6339316432056)"
Vacant/Abandoned Building,17-00454911,1/25/17,Front,,Boarded,,Vacant,FALSE,TRUE,4045,W,WILCOX,ST,60624,1149447.558,1899028.882,28,11,26,41.87885595,-87.72672143,"(41.878855946632555, -87.72672143243187)"
Vacant/Abandoned Building,17-00457825,1/25/17,Rear,,Open,,Vacant,FALSE,FALSE,9718,S,JEFFERY,AVE,60617,1191209.892,1840925.03,7,4,51,41.71850291,-87.57526164,"(41.718502914911475, -87.57526163985102)"
Vacant/Abandoned Building,17-00456690,1/25/17,,,,,,,,8731,S,WABASH,AVE,60619,1178236.82,1847119.6,9,6,44,41.73580525,-87.62258962,"(41.73580524554704, -87.6225896241143)"
Vacant/Abandoned Building,17-00457395,1/25/17,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,11437,S,CALUMET,AVE,60628,1180623.934,1829053.218,9,5,49,41.68617431,-87.61439683,"(41.686174310402436, -87.61439682572265)"
Vacant/Abandoned Building,17-00450503,1/25/17,Front,,Open,REAR SIDE DOOR,Vacant,FALSE,TRUE,9438,S,LANGLEY,AVE,60619,1182565.168,1842468.257,9,6,49,41.72294223,-87.60687613,"(41.722942234263776, -87.60687612772276)"
Vacant/Abandoned Building,17-00453497,1/25/17,,,,,,,,1139,E,93RD,ST,60619,1185540.503,1843546.841,8,4,47,41.72583257,-87.59594407,"(41.72583257441803, -87.59594406623198)"
Vacant/Abandoned Building,17-00458001,1/25/17,Front,,Open,BACK AND SIDE,Vacant,FALSE,FALSE,1304,E,73RD,ST,60619,1186183.547,1856862.019,8,3,43,41.76235564,-87.59316906,"(41.76235563713811, -87.59316905619073)"
Vacant/Abandoned Building,17-00449801,1/25/17,Front,,Boarded,INFESTED WITH RACCOONS,Vacant,FALSE,FALSE,1249,W,72ND,PL,60636,1169138.793,1856702.59,6,7,67,41.76230362,-87.65564485,"(41.76230361934889, -87.65564484910735)"
Vacant/Abandoned Building,17-00453037,1/25/17,Front,,Open,,Vacant,FALSE,FALSE,3529,W,LE MOYNE,ST,60651,1152558.426,1909742.215,26,14,23,41.90819349,-87.71501535,"(41.90819349144205, -87.71501535456424)"
Vacant/Abandoned Building,17-00464141,1/25/17,Front,,Open,FRONT & REAR,Vacant,FALSE,FALSE,4824,W,MONROE,ST,60644,1144255.57,1899225.31,28,15,25,41.87949409,-87.74578069,"(41.87949408623208, -87.74578069222743)"
Vacant/Abandoned Building,17-00461748,1/25/17,Front,,Boarded,N/A,Vacant,FALSE,FALSE,2054,N,PULASKI,RD,60639,1149379.192,1913437.97,26,25,20,41.91839729,-87.72659829,"(41.918397291772216, -87.72659828844799)"
Vacant/Abandoned Building,17-00478163,1/26/17,Front,,Open,,Vacant,FALSE,TRUE,1556,E,93RD,ST,60619,1188190.142,1843622.551,8,4,48,41.72597764,-87.586236,"(41.72597763561519, -87.58623600402213)"
Vacant/Abandoned Building,17-00478880,1/26/17,Front,,Open,,Vacant,FALSE,FALSE,11130,S,EGGLESTON,AVE,60628,1175273.79,1831098.066,34,22,49,41.69190654,-87.63392181,"(41.691906538548, -87.63392181382378)"
Vacant/Abandoned Building,17-00477140,1/26/17,Front,,Boarded,,Vacant,FALSE,FALSE,3036,N,KOSTNER,AVE,60641,1146520.385,1919828.723,31,25,20,41.93598914,-87.73693855,"(41.93598914106992, -87.73693854896854)"
Vacant/Abandoned Building,17-00478038,1/26/17,Front,,Boarded,,Vacant,FALSE,FALSE,2130,E,71ST,ST,60649,1191752.484,1858278.582,5,3,43,41.76610949,-87.57271256,"(41.76610949041901, -87.572712555912)"
Vacant/Abandoned Building,17-00478044,1/26/17,Front,,Boarded,,Vacant,FALSE,FALSE,2122,E,71ST,ST,60649,1191666.784,1858276.782,5,3,43,41.76610663,-87.57302673,"(41.7661066302608, -87.57302672935062)"
Vacant/Abandoned Building,17-00481569,1/26/17,Front,,Open,FRONT,Vacant,FALSE,TRUE,512,E,90TH,ST,60619,1181233.12,1845417.9,9,6,44,41.73106715,-87.61166466,"(41.73106715435863, -87.61166465972433)"
Vacant/Abandoned Building,17-00477502,1/26/17,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,9221,S,AVALON,AVE,60619,1186149.005,1844086.932,8,4,47,41.72730032,-87.59369811,"(41.72730031770421, -87.59369811483857)"
Vacant/Abandoned Building,17-00473559,1/26/17,Rear,,Open,BACK DOOR AND WINDOWS,Vacant,FALSE,FALSE,8013,S,WOODLAWN,AVE,60619,1185604.551,1852105.744,8,4,45,41.74931761,-87.59544065,"(41.74931760575322, -87.59544064920394)"
Vacant/Abandoned Building,17-00474899,1/26/17,Rear,,Open,,Vacant,FALSE,TRUE,7939,S,ELLIS,AVE,60619,1184269.803,1852568.38,8,6,44,41.75061843,-87.60031719,"(41.750618433766945, -87.60031719494418)"
Vacant/Abandoned Building,17-00474801,1/26/17,,,,,,,,1435,S,KARLOV,AVE,60623,1149283.192,1892826.242,24,10,29,41.86183836,-87.7274857,"(41.86183836367305, -87.72748569956902)"
Vacant/Abandoned Building,17-00474865,1/26/17,Front,,Boarded,,Vacant,FALSE,FALSE,6000,S,INDIANA,AVE,60637,1178625.906,1865274.505,20,3,40,41.78561548,-87.6206131,"(41.78561548426102, -87.6206130956763)"
Vacant/Abandoned Building,17-00475575,1/26/17,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,7950,S,LAFLIN,ST,60620,1167718.105,1851970.702,21,6,71,41.74934927,-87.66098741,"(41.74934926952967, -87.66098740560095)"
Vacant/Abandoned Building,17-00480803,1/26/17,Rear,,Open,BACK,Vacant,FALSE,TRUE,6340,S,KENWOOD,AVE,60637,1186161.56,1863227.302,20,3,42,41.77982305,-87.59304884,"(41.77982305456887, -87.59304883630269)"
Vacant/Abandoned Building,17-00482044,1/26/17,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,6407,S,WINCHESTER,AVE,60636,1164456.877,1862171.353,15,7,67,41.77741058,-87.67265078,"(41.777410583523206, -87.67265078489235)"
Vacant/Abandoned Building,17-00478377,1/26/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,5560,S,PRINCETON,AVE,60621,1175235.129,1868011.081,3,7,68,41.79320139,-87.63296346,"(41.7932013878626, -87.63296345594398)"
Vacant/Abandoned Building,17-00478427,1/26/17,Front,,Boarded,FRONT,Vacant,FALSE,FALSE,5514,S,PRINCETON,AVE,60621,1175227.522,1868279.554,3,7,68,41.79393828,-87.63298333,"(41.79393827608362, -87.63298333009338)"
Vacant/Abandoned Building,17-00472615,1/26/17,Front,,Open,,Vacant,FALSE,FALSE,1414,W,72ND,PL,60636,1168108.366,1856673.479,17,7,67,41.76224595,-87.65942234,"(41.76224594835615, -87.65942234266747)"
Vacant/Abandoned Building,17-00475653,1/26/17,,,,,,,,3343,W,GRAND,AVE,60651,1153853.42,1906685.268,27,11,23,41.89977923,-87.71033974,"(41.8997792333067, -87.71033973522641)"
Vacant/Abandoned Building,17-00475654,1/26/17,,,,,,,,3333,W,GRAND,AVE,60651,1153917.12,1906651.868,27,11,23,41.89968631,-87.71010665,"(41.89968631098477, -87.71010665457763)"
Vacant/Abandoned Building,17-00494368,1/27/17,Front,,Open,BACK ENTRANCE,Vacant,FALSE,TRUE,8533,S,SAGINAW,AVE,60617,1195310.577,1848905.766,7,4,46,41.74030269,-87.55997996,"(41.74030269058829, -87.5599799586523)"
Vacant/Abandoned Building,17-00499890,1/27/17,,,,,,,,1518,E,72ND,ST,60619,1187634.52,1857554.39,7,3,43,41.76422118,-87.58782912,"(41.76422118118383, -87.58782912314453)"
Vacant/Abandoned Building,17-00496690,1/27/17,Front,,Open,FRONT DOORS. UNLOCKED.. REAR DOORS ARE OPEN..,Vacant,FALSE,TRUE,7123,S,MICHIGAN,AVE,60619,1178396.127,1857816.882,6,3,69,41.76515622,-87.62168183,"(41.76515621673675, -87.62168183302836)"
Vacant/Abandoned Building,17-00496982,1/27/17,Front,,Open,FRONT AND REAR DOORS..,Vacant,FALSE,TRUE,7129,S,MICHIGAN,AVE,60619,1178397.127,1857776.682,6,3,69,41.76504588,-87.62167939,"(41.76504588085761, -87.62167938681883)"
Vacant/Abandoned Building,17-00496887,1/27/17,Front,,Open,FRONT DOORS AND REAR..,Vacant,FALSE,TRUE,7131,S,MICHIGAN,AVE,60619,1178397.427,1857763.282,6,3,69,41.7650091,-87.62167869,"(41.76500910298754, -87.62167869359241)"
Vacant/Abandoned Building,17-00495545,1/27/17,,,,,,,,1221,N,PARKSIDE,AVE,60651,1138454.005,1907573.523,29,25,25,41.90250965,-87.76688109,"(41.90250965013543, -87.76688109448939)"
Vacant/Abandoned Building,17-00502150,1/27/17,Front,,Open,FRONT DOOR KICKED IN,Vacant,FALSE,FALSE,326,W,105TH,PL,60628,1175954.654,1834967.368,34,5,49,41.70250928,-87.63131363,"(41.702509276891, -87.63131362671277)"
Vacant/Abandoned Building,17-00499068,1/27/17,Front,,Open,,Vacant,FALSE,TRUE,1048,N,SPRINGFIELD,AVE,60651,1150193.444,1906713.428,37,11,23,41.89992865,-87.72378222,"(41.899928654253976, -87.72378221889728)"
Vacant/Abandoned Building,17-00515882,1/28/17,Rear,,Open,,Vacant,FALSE,TRUE,5114,S,THROOP,ST,60609,1168526.486,1870857.331,20,9,61,41.80115917,-87.65748127,"(41.80115916871151, -87.6574812731524)"
Vacant/Abandoned Building,17-00512147,1/28/17,Front,,Open,,Vacant,FALSE,FALSE,7241,S,MORGAN,ST,60621,1170896.624,1856808.191,6,7,68,41.76255522,-87.64919908,"(41.76255521886798, -87.6491990823255)"
Vacant/Abandoned Building,17-00511678,1/28/17,Front,,Open,FRONT AND REAR DOORS,Vacant,FALSE,TRUE,6944,S,RACINE,AVE,60636,1169519.672,1858739.032,6,7,67,41.76788363,-87.65418994,"(41.76788363389096, -87.65418994118079)"
Vacant/Abandoned Building,17-00526605,1/29/17,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,7118,S,MICHIGAN,AVE,60619,1178395.327,1857850.382,6,3,69,41.76524816,-87.62168375,"(41.76524816254431, -87.62168374936476)"
Vacant/Abandoned Building,17-00524288,1/29/17,Front,,Open,FRONT/REAR DOORS WITH BROKEN WINDOWS,Vacant,FALSE,FALSE,38,W,110TH,PL,60628,1177966.63,1831695.42,34,5,49,41.69348534,-87.62404501,"(41.69348534254572, -87.62404500621473)"
Vacant/Abandoned Building,17-00542211,1/30/17,Front,,Open,,Vacant,FALSE,FALSE,7327,S,PAXTON,AVE,60649,1192153.221,1856810.787,7,3,43,41.76207201,-87.5712914,"(41.76207201411498, -87.57129140357331)"
Vacant/Abandoned Building,17-00542212,1/30/17,Front,,Open,,Vacant,FALSE,FALSE,7531,S,COLFAX,AVE,60649,1194820.021,1855526.16,7,4,43,41.75848166,-87.56155969,"(41.758481656983264, -87.56155969009926)"
Vacant/Abandoned Building,17-00544135,1/30/17,Front,,Open,,Vacant,FALSE,TRUE,11819,S,LAFAYETTE,AVE,60628,1178037.655,1826594.097,34,5,53,41.67948495,-87.62393877,"(41.67948495182473, -87.62393876587542)"
Vacant/Abandoned Building,17-00554191,1/30/17,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,9945,S,HOXIE,AVE,60617,1195111.032,1839526.654,7,4,51,41.71457049,-87.56101937,"(41.71457048800702, -87.56101936785936)"
Vacant/Abandoned Building,17-00548133,1/30/17,,,,,,,,9610,S,LUELLA,AVE,60617,1192947.219,1841865.613,7,4,51,41.72104181,-87.56886795,"(41.721041813307714, -87.56886795094343)"
Vacant/Abandoned Building,17-00547251,1/30/17,Front,,Open,,Vacant,FALSE,FALSE,8001,S,SAGINAW,AVE,60617,1195234.801,1852430.267,7,4,46,41.74997607,-87.56014155,"(41.74997607055683, -87.56014155434146)"
Vacant/Abandoned Building,17-00554192,1/30/17,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,7520,S,DORCHESTER,AVE,60619,1186845.013,1855410.166,5,4,43,41.75835597,-87.59079066,"(41.75835597337461, -87.59079065799273)"
Vacant/Abandoned Building,17-00546444,1/30/17,Front,,Open,ALL AROUND,Vacant,FALSE,TRUE,9330,S,RHODES,AVE,60619,1181544.004,1843218.007,9,6,49,41.72502322,-87.61059346,"(41.7250232240936, -87.61059345575897)"
Vacant/Abandoned Building,17-00558452,1/30/17,Front,,Open,BACK,Vacant,FALSE,FALSE,9148,S,DREXEL,AVE,,1184156.087,1844424.44,8,4,47,41.72827324,-87.60098786,"(41.72827323642604, -87.60098785908549)"
Vacant/Abandoned Building,17-00546494,1/30/17,Front,,Open,,Vacant,FALSE,TRUE,9801,S,AVENUE L,,60617,1201797.36,1840729.934,10,4,52,41.7177052,-87.53649103,"(41.71770519519646, -87.53649103001985)"
Vacant/Abandoned Building,17-00551008,1/30/17,,,,,,,,2121,W,19TH,ST,60608,1162530.92,1890722.981,25,12,31,41.85579998,-87.67891422,"(41.8557999839859, -87.6789142218893)"
Vacant/Abandoned Building,17-00559489,1/30/17,Front,,Boarded,N/A,Vacant,FALSE,FALSE,6739,S,ST LAWRENCE,AVE,60637,1181396.373,1860460.13,20,3,42,41.77234091,-87.61060372,"(41.77234091065383, -87.61060372402085)"
